comment_id,is_useful,project,revision_id,parent_revision,branch,file_name,directory,change_type,line_number,message,RPT,review_date,change_id,request_id,reviewer_id,reviewer_name,author_id,category,comment_group,RCE,PRC,MR,RI,PN,CCR,FUR,DUR,IBF,INF,base_total_loc,reviewer_own_loc,total_commit,reviewer_made_commit,WRC,CL,comment_loc,CCY,RCSH,CV,RCS,file_total_review,prior_directory_review_count,PFRC,directory_review_experience,avg_rating,manual_rating,final_patch_number,final_revision,file_review_ratio,directory_review_ratio,file_ownership,recent_review,sample_rating,definition_rating,PDL,review_length,PDR
9fdfeff1_b32e0e8a,1,openstack%2Fnova,743d9e4dc7117412047d76c0fca6ed281265d5c7,f548c91da693aa3ce1b4277c250601f799db9512,master,nova/compute/claims.py,nova/compute,M,144,"so dumb question but long term should we move this code to useing schedulerLimit objects instead of dicts.
i assume if i did some clean up of this code at a later date to just
use object that would be fine?",58,2/21/19 22:14,Ibf9c016c9d5f39ae207cf638f9d42b66ead996fc,636410,11604,sean mooney,6873,Question,DISCUSS,39,187,55,796489,1,14,2,2,0,0,306,0,61,0,0,312,21,48,0,0.0673077,0,113,5542,3,32,3.985,1,1,743d9e4dc7117412047d76c0fca6ed281265d5c7,0.0265487,0.00577409,0,0.000931532,3.89,4.08,48,41,52.2
9fdfeff1_b3305b09,1,openstack%2Fnova,678bccc2f69e8e8972c933e4ddf566fcb28385c3,c1fb445b8d94e69d7878fad60c4653650052313a,master,nova/tests/unit/api/openstack/compute/test_evacuate.py,nova/tests/unit/api/openstack/compute,M,507,likewise,48,2/7/19 17:03,I2a395aa6eccad75a97fa49e993b0300bdcfc7258,634600,14070,Eric Fried,15334,Validation,FUNCTION,257,1282,93,1223,7,258,21,13,0,0,481,1,18,1,0.0994152,507,24,68,0.0555556,0.0473373,0.002079,27,1248,1,47,4.155,1,9,36a91936a821b0c1f502d7d8f1ffd8c4d179d212,0.037037,0.0376603,0.002079,0.0026455,4.5,3.81,50,1,-16.85
9fdfeff1_b354ce22,1,openstack%2Fnova,abe5a4b64dcf678903d3db555caa2fb7f1fa01ee,6e8a69daf14a15fe0b0633f21f4112f19487e9da,master,api-ref/source/servers.inc,api-ref/source,M,729,"it is server_groups here but it is server_group in your sample file, and it is said to be an array in pramameters.yaml but it is a dict in the sample, so one of them must be wrong.",47,1/24/19 6:36,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,15888,Zhenyu Zheng,7543,Documentation,DOCUMENT,221,1329,1,101010,6,274,12,9,0,0,883,71,70,4,0.0724346,217,217,1,0.0571429,1,0.0804077,77,1703,25,150,3.73,2,31,2cc7c0e58924b201d5353a6289883b0aec760543,0.324675,0.0880799,0.0804077,0.108225,3.63,3.83,45,40,38.18
9fdfeff1_b35ffbe3,1,openstack%2Fnova,26a3a718cbdaa6d3aa5121b684c5752724a572d6,3cfcd117ce7ddb5a8d94396191cde559db73fb86,master,nova/virt/xenapi/agent.py,nova/virt/xenapi,M,431,"If the issue is that the command succeeds (exit code 0 presumably) despite printing to stderr, perhaps the right answer is to base your failure condition on the exit code rather than the emptiness of the stderr stream.

One way to do this would be:

 try:
     out, err = processutils.execute(..., check_exit_code=True)
     if err:
         LOG.warning(""OpenSSL stderr: %s"", err)
     return out
 except processutils.ProcessExecutionError as e:
     raise RuntimeError(
         _('OpenSSL errored with exit code %(exit_code)d: %(stderr)s') %
         {'exit_code': e.exit_code, 'stderr': e.stderr})",48,2/7/19 16:34,I212ac2b5ccd93e00adb7b9fe102fcb70857c6073,635533,14070,Eric Fried,11805,Solution Approach,REFACTOR,259,1317,4,4796,1,6,1,1,1,0,435,0,75,0,0,439,37,67,0,0.0842825,0,98,1285,2,28,4,2,4,1da71fa4ab1d7d0f580cd5cbc97f2dfd2e1c378a,0.0204082,0.0217899,0,0.000618429,3.88,4.12,27,89,49.48
9fdfeff1_b3a4894c,1,openstack%2Fnova,869eb884b476b04642957ead2fda4c8a3ec44feb,7491de2e80506320a3e8e73c37d5c6c8174e43e8,master,nova/virt/libvirt/driver.py,nova/virt/libvirt,M,1264,supernit - `Failure attaching encryptor: %s` would read better but this is still fine.,62,2/26/19 10:13,I9d652f182d83a2557ff6ed0b21c69a735c3f9840,632598,10135,Lee Yarwood,25837,Alternate Output,REFACTOR,211,791,0,16435,4,70,2,2,1,0,9096,280,2468,19,0.0138141,9102,1402,1401,0.00769854,0.154032,0.0307828,2748,4106,259,316,3.63,1,6,79bcb4e21b7909f3e989d4fbcf68ac268680b865,0.0942504,0.0769605,0.0307828,0.00891418,3.87,3.39,28,13,54.18
9fdfeff1_b3bdbb69,0,openstack%2Fnova,678bccc2f69e8e8972c933e4ddf566fcb28385c3,c1fb445b8d94e69d7878fad60c4653650052313a,master,nova/api/openstack/compute/schemas/evacuate.py,nova/api/openstack/compute/schemas,M,46,x,48,2/7/19 17:03,I2a395aa6eccad75a97fa49e993b0300bdcfc7258,634600,14070,Eric Fried,15334,Documentation,FALSE,257,1282,93,1223,7,258,21,13,0,0,44,0,3,0,0,48,15,1,0,0.3125,0,7,209,0,7,0,0,9,36a91936a821b0c1f502d7d8f1ffd8c4d179d212,0,0.0334928,0,0,0,0,50,1,-16.85
9fdfeff1_b3c28e52,1,openstack%2Fnova,bc57a916c4045a387c69f327eb3a9e74be5b1a33,bea316d479750452a42295d9980d9dac5a89934e,master,nova/conductor/manager.py,nova/conductor,M,720,requested_resources,71,2/21/19 22:41,If8a13f74d2b3c99f05365eb49dcfa01d9042fefa,619529,6873,Matt Riedemann,9708,Documentation,DOCUMENT,2120,6403,346,39649,26,109,3,3,0,0,1561,8,456,3,0.00725556,1575,308,194,0.00657895,0.195556,0.00512492,670,743,204,217,3.73,1,26,bc57a916c4045a387c69f327eb3a9e74be5b1a33,0.304478,0.292059,0.00512492,0.0930222,3.63,3.83,60,2,27.52
9fdfeff1_b3e7fb46,0,openstack%2Fnova,430baa37bf961e5a5bc1fa1956e13c52000150fa,4a92b338d94355ea06337433fd3d79c352fce152,master,nova/db/sqlalchemy/api_models.py,nova/db/sqlalchemy,M,146,ok so by default its NULL for now. But like your note says you will fix this after the migration gets removed.,17,2/21/19 12:40,Id9eef7a58f66c73cd638c6c3e228447b7ab81e34,633349,26936,Surya Seetharaman,4690,Other,FALSE,65,75,21,582535,2,33,3,3,0,0,658,1,53,2,0.0628931,661,25,15,0.0377358,0.0378215,0.00151976,79,2082,6,15,0,0,7,9073445b38774f81749bdd5e2edbbcffda4ff17b,0.0759494,0.00720461,0.00151976,0.00664557,0,0,38,22,53.58
9fdfeff1_b3e9a41a,1,openstack%2Fnova,29f9febba714e1e331ecbdbc077606603dfc3ca5,6efa3861a5a829ba5883ff191e2552b063028bb0,master,nova/scheduler/client/report.py,nova/scheduler/client,M,1640,oops,71,2/28/19 16:20,I66d69327d3361825ca0b44b46744b97ea3069eb1,639653,6873,Matt Riedemann,9708,Naming Convention,REFACTOR,2259,6668,413,1612,5,547,2,2,0,0,2150,5,227,4,0.00575779,2277,388,202,0.0176211,0.1704,0.00232558,300,321,171,178,3.43,2,6,b4a52f8968e657aae83f512d8e165aba9fd7388f,0.57,0.554517,0.00232558,0.325714,3.75,3.11,48,1,40.65
9fdfeff1_b3ee1b89,1,openstack%2Fnova,da34a5f05230c4bfcc828a223e1ff8434b05ce09,7491de2e80506320a3e8e73c37d5c6c8174e43e8,master,nova/tests/unit/virt/libvirt/test_driver.py,nova/tests/unit/virt/libvirt,M,7560,ditto,68,2/21/19 13:09,I9d652f182d83a2557ff6ed0b21c69a735c3f9840,632598,7634,Takashi NATSUME,25837,Validation,FUNCTION,399,2769,1,2531541,2,60,2,2,1,0,22495,686,1272,12,0.0170375,22547,697,1228,0.00943396,0.0309132,0.0304957,1445,2001,179,245,4.155,2,6,79bcb4e21b7909f3e989d4fbcf68ac268680b865,0.123875,0.122439,0.0304957,0.0154202,4.5,3.81,28,1,54.18
9fdfeff1_b401456d,0,openstack%2Fnova,a5a28ea8f0ab54b8e50b496bb999e7de02882183,c7db20d140eb0d3ccf0fd107eda7e80275bdd7d4,master,releasenotes/notes/set-endpoint-interface-for-ironicclient-a0b6b8f8dedc7341.yaml,releasenotes/notes,A,5,breaks,49,3/4/19 23:26,I5f78d21c39ed2fd58d2a0f3649116e39883d5a2c,640879,14070,Eric Fried,1916,Documentation,FALSE,263,1393,0,6773,2,43,3,3,1,1,9,0,0,0,0,7,7,1,0,1,0,0,19358,0,187,0,0,13,e082bdc166cb8215576801e0c89ef1fe771681ed,0,0.00966009,0,0,0,0,64,1,44.03
9fdfeff1_b411f306,1,openstack%2Fnova,8b21752c81ae5c3e8f02e1b4b0802c57ab176c29,5283b464b5c4976224a8d7ea3898dfe3e6bec786,master,nova/virt/libvirt/vif.py,nova/virt/libvirt,M,774,partition,71,2/11/19 18:02,I4f78f3cc412d7ec59456aea915a1ebfc8b27681f,624842,6873,Matt Riedemann,11604,Documentation,DOCUMENT,2162,6470,42,505764,8,30,2,2,0,0,860,0,255,0,0,865,100,139,0,0.115607,0,348,4084,79,1161,3.73,1,10,9e77c3d3bbd47863c0f60e4499396429bb46582c,0.227011,0.28428,0,0.052037,3.63,3.83,60,1,69.41
9fdfeff1_b4ea01d5,1,openstack%2Fnova,f8626235614eb3cf66b0fdf9b9c3e70d3982f03d,99ca7d60b41f63446f86ed9be86440a2b250f330,master,nova/virt/libvirt/vif.py,nova/virt/libvirt,M,828,backporting,33,1/31/19 8:42,I4f78f3cc412d7ec59456aea915a1ebfc8b27681f,624842,21813,Andrey Volkov,11604,Documentation,DOCUMENT,55,238,1,495563,5,31,2,2,0,0,933,0,254,0,0,938,100,154,0,0.10661,0,348,4084,2,30,3.73,1,10,9e77c3d3bbd47863c0f60e4499396429bb46582c,0.00574713,0.00734574,0,0.0000494,3.63,3.83,60,1,69.41
9fdfeff1_b55c081a,1,openstack%2Fnova,268190b252aef91d9309f30b2f5db3be7bdecf01,3280f1e3ab839003f25b4df43d2dfdcda8fd3dce,master,api-ref/source/parameters.yaml,api-ref/source,M,1650,something something PATCH,49,3/1/19 21:17,I6fa9f9691b945b5212b7f951ab0a26b4d3049df9,640460,14070,Eric Fried,6873,Other,OTHER,263,1388,414,13245,1,7,1,1,1,0,6914,0,413,0,0,6919,6919,1,0,1,0,798,1779,30,45,0,1,1,268190b252aef91d9309f30b2f5db3be7bdecf01,0.037594,0.0252951,0,0.00145859,0,0,143,3,47.18
9fdfeff1_b629a9e6,1,openstack%2Fnova,34deb5a903ed1ad924b9cd7aecb6bb0a79bf07a3,104d79d8dd05fc49c4160b759d43291b874c5d28,master,nova/objects/request_spec.py,nova/objects,M,95,What would have helped (assuming I would have noticed it) is if this had a big NOTE on it stating that it currently only houses bw-related request groups. Can you do that in a fup please?,49,2/14/19 18:17,Id7827fe8dc27112e342dc25c902c8dbc25f63b94,616239,14070,Eric Fried,9708,Documentation,DOCUMENT,246,1194,138,116827,24,606,2,2,0,0,871,0,54,0,0,1000,188,182,0,0.188,0,113,2137,15,117,3.73,2,33,2fc904acf6d13fed8f81a9dbb88a1bfce06287da,0.132743,0.0547496,0,0.0186306,3.63,3.83,188,37,45.09
9fdfeff1_b635dcf9,1,openstack%2Fnova,68d9f4baf745d0b54d80e6e750212a1e1c71e882,99ca7d60b41f63446f86ed9be86440a2b250f330,master,nova/compute/api.py,nova/compute,M,4290,"what if this is []?
what if there is more than block device?",69,1/21/19 13:33,Ib1799feebbd8f4b0f389168939df7e5e90c8add1,624959,1653,garyk,15888,Question,DISCUSS,669,4200,23,41560,4,27,3,3,1,0,6070,10,2338,5,0.0032908,6074,902,885,0.00213858,0.148502,0.00164745,2092,5487,296,868,3.985,1,5,41b982c9feec3105247bc72d23d1470bcabc3a0f,0.141491,0.158192,0.00164745,0.0200779,3.89,4.08,88,12,59.13
9fdfeff1_b66585e3,1,openstack%2Fnova,a44cae9c1c692811d6e6b29951421f0aeb6af5c5,6e8a69daf14a15fe0b0633f21f4112f19487e9da,master,doc/api_samples/servers/v2.68/server-get-resp.json,doc/api_samples/servers/v2.68,A,81,"still, this is not an array, I think it should be something similar as the security_groups above? an arry of dict?",47,1/25/19 7:16,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,15888,Zhenyu Zheng,7543,Solution Approach,REFACTOR,221,1329,1,5899,7,273,12,9,0,1,0,0,0,0,0,25,25,1,0,1,0,1,1,1,1,4,2,31,2cc7c0e58924b201d5353a6289883b0aec760543,1,1,0,1,3.88,4.12,45,22,38.18
9fdfeff1_b68bd21c,1,openstack%2Fnova,1843894477177656ab1e91eb0ceb9009f46d57c6,f0a1d3c2eba591561d75fe353fb051134e7b10a1,master,doc/source/user/cells.rst,doc/source/user,M,814,"We should probably use ""openstack server list"" and ""openstack server show"" here.",71,2/15/19 17:51,I78ed924a802307a992ff90e61ae7ff07c2cc39d1,635147,6873,Matt Riedemann,26936,Naming Convention,REFACTOR,2223,6605,81,16059,13,402,9,6,0,0,808,65,22,0,0,822,822,1,0,1,0.0804455,25,1581,19,189,3.43,2,20,833af5c9bf6178e7c7a7dc4ed9db4f9ae7533cd8,0.76,0.119545,0,0.584615,3.75,3.11,35,12,44.41
9fdfeff1_b6aa65cf,1,openstack%2Fnova,a44cae9c1c692811d6e6b29951421f0aeb6af5c5,6e8a69daf14a15fe0b0633f21f4112f19487e9da,master,nova/api/openstack/compute/rest_api_version_history.rst,nova/api/openstack/compute,M,867,redundant,47,1/25/19 7:16,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,15888,Zhenyu Zheng,7543,Organization of code,REFACTOR,221,1329,1,5899,7,273,12,9,0,0,862,37,51,4,0.0980392,874,874,1,0.0784314,1,0.0429234,67,1629,28,204,3.68,2,31,2cc7c0e58924b201d5353a6289883b0aec760543,0.41791,0.12523,0.0429234,0.178227,3.74,3.62,45,1,38.18
9fdfeff1_b6eef7ea,1,openstack%2Fnova,be7e417bc7df90b4f062a1fd81cd4d53dda37eeb,34e595f2a7ac1cd16ea13d0e3a14899b89f94998,master,nova/api/openstack/compute/views/servers.py,nova/api/openstack/compute/views,M,348,"I don't we will get a None value for sg. If there is None return, the exception should be raised, so the code will go to the line 351. So I think this if condition is useless.",55,2/22/19 6:26,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,5754,Alex Xu,7543,Logical,FUNCTION,553,2516,1,3182,20,696,20,10,0,0,635,0,81,1,0.0156579,647,102,111,0.0123457,0.157651,0,140,259,29,65,4.11,2,31,2cc7c0e58924b201d5353a6289883b0aec760543,0.207143,0.250965,0,0.0440729,3.71,4.51,44,38,38.48
9fdfeff1_b70fb586,1,openstack%2Fnova,4f29c45b827160b9cee8604ac3dd4f87af373e78,34e595f2a7ac1cd16ea13d0e3a14899b89f94998,master,nova/tests/unit/api/openstack/compute/test_serversV21.py,nova/tests/unit/api/openstack/compute,M,3499,why we need this?,55,2/25/19 3:36,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,5754,Alex Xu,7543,Question,DISCUSS,553,2516,1,242363,21,702,22,10,0,0,8287,157,197,8,0.030867,8378,204,661,0.0406091,0.0243495,0.0189453,256,1234,85,373,3.985,2,31,2cc7c0e58924b201d5353a6289883b0aec760543,0.332031,0.302269,0.0189453,0.111108,3.89,4.08,44,4,38.48
9fdfeff1_b755ba52,1,openstack%2Fnova,fb10f7ed0cd1566da3e068490300b1ebd053af8f,d89579a66ac38fd1e30cea55306e6e7b69bab5b9,master,nova/virt/hardware.py,nova/virt,M,313,does the change to InvalidRequest get unit-tested anywhere?,60,1/22/19 19:39,I06fad233006c7bab14749a51ffa226c3801f951b,620706,8768,Chris Friesen,28433,Question,DISCUSS,51,168,5,410414,15,393,9,6,0,0,2020,2,171,1,0.00720794,2064,193,278,0.00584795,0.0935078,0.000990099,267,1613,26,29,3.985,2,32,5e7b840e48eb480ba1955e6ba52fbcaf9884c3fa,0.0973783,0.0179789,0.000990099,0.0098105,3.89,4.08,162,9,20.38
9fdfeff1_b7693a27,0,openstack%2Fnova,a3dc1ac8b25e4ab1daf9216b234ed29b3955d56d,727b942a88a812afb7368b4d7d3c314a4f8554ed,master,nova/compute/manager.py,nova/compute,M,2178,++,61,3/5/19 14:09,I038867c4094d79ae4a20615ab9c9f9e38fcc2e0a,623543,7166,Sylvain Bauza,9708,Praise,FALSE,255,1786,50,8648,40,465,11,10,0,0,8419,12,3509,5,0.00214897,8491,1083,947,0.00142491,0.127547,0.00142535,3083,5477,153,421,0,0,42,c02e213d507c830427a86d6a4bb4f7a2f5158590,0.049627,0.0768669,0.00142535,0.00247813,0,0,597,0,58.01
9fdfeff1_b7726c7b,1,openstack%2Fnova,2c87cefa0b235bf8da8cb591df921c028e02da61,a37a035c9d359b29fed6ea08bc99b93e51164e61,master,doc/source/admin/support-compute.rst,doc/source/admin,M,585,"Let's say ""partial results"" rather than sentinels which follows closer to what the API guide uses.",71,2/22/19 14:56,I6a6cc71e83896aaccd5dd98bc2ea024d6f22d528,638173,6873,Matt Riedemann,26936,Documentation,DOCUMENT,2250,6650,85,86064,2,69,1,1,0,0,552,0,9,0,0,621,621,1,0,1,0,12,1435,10,121,3.73,1,6,57eb9424b9f81e38175a2c1ee21fdcdb8983e749,0.833333,0.0843206,0,0.705128,3.63,3.83,32,17,39.84
9fdfeff1_b78495d4,1,openstack%2Fnova,4f29c45b827160b9cee8604ac3dd4f87af373e78,34e595f2a7ac1cd16ea13d0e3a14899b89f94998,master,nova/tests/functional/api_sample_tests/test_servers.py,nova/tests/functional/api_sample_tests,M,441,"I think we needn't this case, we can just call self._post_server() for other testcases.",55,2/25/19 3:36,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,5754,Alex Xu,7543,Organization of code,REFACTOR,553,2516,1,242363,21,702,22,10,0,0,752,1,52,2,0.00798258,824,39,80,0.0384615,0.0473301,0.00132979,78,354,31,116,3.68,1,31,2cc7c0e58924b201d5353a6289883b0aec760543,0.397436,0.327684,0.00132979,0.160987,3.74,3.62,44,17,38.48
9fdfeff1_b7b23e93,1,openstack%2Fnova,f2ba72e88cab86b2ab72aace9fd96c77fcb1d012,95287619c9f59ea91537ac5789dda25aab41f5f6,master,nova/objects/request_spec.py,nova/objects,M,779,"I think for testing purposes you need to figure out a way to make the guts of this mapping deterministically ordered. Otherwise you can't prove that your ""allocation subtracting"" math is actually working (see possible bug commented above).

[Later] Okay, I talked myself out of the bug. Deterministic ordering still seems like a good idea for testing purposes, but not sure it has enough value to be worthwhile.

[Later still] Yeah, so you did that in the test case. You may safely ignore this comment, which I shall retain only to track my train of thought through this patch.",49,2/12/19 19:53,Id7827fe8dc27112e342dc25c902c8dbc25f63b94,616239,14070,Eric Fried,9708,Design discussion,DISCUSS,246,1194,138,14812,23,606,2,2,0,0,871,0,54,0,0,1000,188,182,0,0.188,0,113,2137,15,117,3.865,1,33,2fc904acf6d13fed8f81a9dbb88a1bfce06287da,0.132743,0.0547496,0,0.0186306,3.66,4.07,188,100,45.09
9fdfeff1_b7d1de25,1,openstack%2Fnova,f5e79ed17c6dfbb45aa4ea149d73282ed1915d4a,907c7d2cfef0677e4280c1138064ee58ddeb611e,master,nova/virt/driver.py,nova/virt,M,980,"Please remove this chunk, since you're resolving the TODO.",48,1/28/19 15:09,Ifae98d888069477748ade7ef5e0a5cde5c88ffc2,633375,14070,Eric Fried,22013,Documentation,DOCUMENT,255,1268,0,137194,2,30,1,1,1,0,1824,92,423,11,0.0490878,1824,48,142,0.0260047,0.0263158,0.0504386,519,1626,32,67,3.73,2,4,9db41c5ee09f4b3d4d072282e32510f2d7fa09ab,0.061657,0.0412054,0.0504386,0.00391285,3.63,3.83,36,10,45.12
9fdfeff1_b7d7fac0,1,openstack%2Fnova,a3dc1ac8b25e4ab1daf9216b234ed29b3955d56d,727b942a88a812afb7368b4d7d3c314a4f8554ed,master,nova/pci/stats.py,nova/pci,M,105,"nit: why not

  if dev.extra_info.get('parent_ifname')

?",61,3/5/19 14:09,I038867c4094d79ae4a20615ab9c9f9e38fcc2e0a,623543,7166,Sylvain Bauza,9708,Solution Approach,REFACTOR,255,1786,50,8648,40,465,11,10,0,0,412,3,26,1,0.014245,421,66,91,0.0384615,0.15677,0.00728155,66,245,11,32,4,1,42,c02e213d507c830427a86d6a4bb4f7a2f5158590,0.166667,0.130612,0.00728155,0.0298507,3.88,4.12,597,10,58.01
9fdfeff1_b7ea55a9,1,openstack%2Fnova,d0d51a653a25a651e204b940957d0eb3c85798e5,db5c52b9d8a87ea56907f072bf2b853eecdc36b4,master,nova/network/neutronv2/api.py,nova/network/neutronv2,M,598,nit: this could be updated to mention dns_name as well.,70,1/25/19 21:28,I35335b501f8961b9ac8e5f92e0686e402b78617b,631684,6873,Matt Riedemann,28159,Documentation,DOCUMENT,2194,6552,0,177019,2,81,2,2,1,0,3130,303,0,0,0,3157,439,492,0,0.139056,0.0968051,684,703,322,331,3.73,1,3,1b797f6f7e99fdef380340d6fe29e4004be48781,0.47076,0.470839,0.0968051,0.221979,3.63,3.83,43,11,67.45
9fdfeff1_b803f40f,1,openstack%2Fnova,c7413d9bf533397ee7f02e94baf3820dc4724644,55f455262144ab319a9ff480850aeece88b1dedb,master,nova/network/neutronv2/api.py,nova/network/neutronv2,M,1409,x,49,2/13/19 16:29,Ie3c19e524679cd8bb2314aeadfad9623d1fefc8e,636413,14070,Eric Fried,6873,Documentation,DOCUMENT,260,1329,400,82516,1,76,2,2,0,0,3278,27,0,0,0,3302,474,508,0,0.143549,0.00823673,692,711,32,32,3.73,1,2,debff531a8f0906cbdd38fbbb75e4c351d43412a,0.0462428,0.045007,0.00823673,0.00220204,3.63,3.83,32,1,32.57
9fdfeff1_b8490661,1,openstack%2Fnova,e160cb69d99792049aba8511f3515cae8c8025f7,5283b464b5c4976224a8d7ea3898dfe3e6bec786,master,nova/conf/ironic.py,nova/conf,M,91,s/may/will/ to make it a bit less ambiguous?,38,2/8/19 13:07,I1b184ff37948dc403fe38874613cd4d870c644fd,635006,10239,Dmitry Tantsur,10343,Documentation,DOCUMENT,12,98,7,55963,3,161,6,4,0,0,104,0,17,0,0,123,15,1,0,0.121951,0,24,1075,4,10,3.73,2,8,2728dec51a6011c7d340d7f6d98ccf30cd7249e0,0.166667,0.00930232,0,0.0333333,3.63,3.83,122,10,40.48
9fdfeff1_b8a71da8,1,openstack%2Fnova,dec5dd9286e0d218d3f7658879369b5d4a529a65,16dda2774801cb829ca849506f077edb95e85253,master,nova/conf/libvirt.py,nova/conf,M,742,they are,71,2/4/19 15:17,I001beb2840496f7950988acc69018244847aa888,619953,6873,Matt Riedemann,15888,Alternate Output,REFACTOR,2120,6410,300,130666,10,34,4,4,0,0,1317,4,113,3,0.0197174,1327,25,1,0.0265487,0.0188395,0.0030372,152,1042,67,405,3.63,1,10,dec5dd9286e0d218d3f7658879369b5d4a529a65,0.440789,0.388676,0.00303721,0.195906,3.87,3.39,58,2,25.66
9fdfeff1_b8d5dde7,1,openstack%2Fnova,dec5dd9286e0d218d3f7658879369b5d4a529a65,16dda2774801cb829ca849506f077edb95e85253,master,nova/conf/libvirt.py,nova/conf,M,743,"Maybe we should add something like, ""It is recommended to use the default (``unique``) since that will not change when an instance is migrated. However, if you have a need for host-specific serials in addition to per-instance serial numbers, then consider restricting flavors via host aggregates.""",71,2/4/19 15:17,I001beb2840496f7950988acc69018244847aa888,619953,6873,Matt Riedemann,15888,Alternate Output,REFACTOR,2120,6410,300,130666,10,34,4,4,0,0,1317,4,113,3,0.0197174,1327,25,1,0.0265487,0.0188395,0.0030372,152,1042,67,405,3.63,2,10,dec5dd9286e0d218d3f7658879369b5d4a529a65,0.440789,0.388676,0.00303721,0.195906,3.87,3.39,58,48,25.66
9fdfeff1_b948688a,0,openstack%2Fnova,55f455262144ab319a9ff480850aeece88b1dedb,20a46ece5701c9798a5e0df12c944237cb1ece3e,master,nova/scheduler/client/report.py,nova/scheduler/client,M,1758,"This seems like good behavior, but why aren't we actually looking at them? For really any operation, if we grew a new allocation for the instance, maybe due to external influences like a new volume or network allocation, this could potentially be fooled, right?",67,3/4/19 15:36,I483750462b80aac609f0c2deb783b389ff5156c3,636412,4393,Dan Smith,6873,Question,FALSE,1214,4202,1081,1721430,1,34,2,2,0,0,2181,5,222,1,0.000525189,2193,378,192,0.0045045,0.172367,0.00229253,294,315,75,80,0,0,1,55f455262144ab319a9ff480850aeece88b1dedb,0.255102,0.253968,0.00229253,0.0657212,0,0,141,45,25.09
9fdfeff1_b9d5031e,1,openstack%2Fnova,ab3c01e883a8db5a2d8843552261f18053f4d678,a75e70bd2d9507948b2e39e8d4f29992c8ad12bf,master,nova/tests/unit/conductor/test_conductor.py,nova/tests/unit/conductor,M,2095,A test case that _fill_provider_mapping raises an exception is missing.,67,2/1/19 5:15,I0c764e441993e32aafef0b18049a425c3c832a50,619528,7634,Takashi NATSUME,9708,Validation,FUNCTION,382,2630,106,311085,13,56,2,2,0,0,3228,159,230,6,0.0359496,3251,155,149,0.026087,0.0476776,0.0492565,335,336,47,47,4.155,2,27,f5d236f868a598f8f241df759c516ec49e3779b0,0.140299,0.139881,0.0336687,0.0200426,4.5,3.81,69,12,42
9fdfeff1_ba0f552c,0,openstack%2Fnova,2e4e203c1a4c4f91dd1aabae8c8d7b745df99be7,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,master,nova/compute/manager.py,nova/compute,M,5636,"I know the original attach change uses instance.uuid but in 
 this brave new world of multi attach support shouldn't this be on the volume_id to avoid races between detach calls against separate instances?",62,2/14/19 11:22,I7261135a44f0c2eca4732c8360b9c74b729991a8,636701,10135,Lee Yarwood,1653,Question,FALSE,212,803,3,9585,7,12,1,1,0,0,8319,70,3492,7,0.00356727,8323,1067,926,0.00200458,0.128199,0.00841447,3123,5545,129,197,0,0,7,2e4e203c1a4c4f91dd1aabae8c8d7b745df99be7,0.0413064,0.0355275,0.00841447,0.0017189,0,0,71,36,61.33
9fdfeff1_ba7ea316,1,openstack%2Fnova,3c9073f39dd5f7af3c3701ebcbaa3a652844d3fb,39f7e163c027a7f561a07651484b4bef07035174,master,nova/conductor/tasks/live_migrate.py,nova/conductor/tasks,M,209,"It would be helpful to document why this is a suitable heuristic for ""I'm a PCI passthrough device"" as we do for the RT [1]. Alternative, a property on the PCIRequest class ('is_sriov_port'?) would be a good usability improvement

[1] https://github.com/openstack/nova/blob/78d6aca9a6cfb2/nova/compute/resource_tracker.py#L311-L314",49,2/12/19 17:32,I734cc01dce13f9e75a16639faf890ddb1661b7eb,620115,15334,Stephen Finucane,28714,Documentation,DOCUMENT,450,2945,2,583661,21,541,9,9,0,0,452,0,79,0,0,520,108,65,0,0.207692,0,139,184,12,16,3.73,2,35,fd8fdc934530fb49497bc6deaa72adfa51c8783a,0.0863309,0.0869565,0,0.00801644,3.63,3.83,331,57,42.11
9fdfeff1_ba8131c6,0,openstack%2Fnova,14b45dce61da9296bd8ca49fe4449335d6cab7f2,ac1fafb84c94ed9f8e610c7c3e152e38aef844ed,master,doc/source/admin/security-groups.rst,doc/source/admin,M,16,nit: It is not necessary. You can remove it.,67,2/6/19 0:37,Ifd23424ac14bacf4bf7a0716c268f48ec869a41e,634735,7634,Takashi NATSUME,6873,Visual Representation,FALSE,407,2788,424,115586,1,60,1,1,0,0,251,0,1,0,0,261,261,1,0,1,0,2,1413,0,63,0,0,1,14b45dce61da9296bd8ca49fe4449335d6cab7f2,0,0.044586,0,0,0,0,78,9,4.83
